--- MENU DUMP FROM IIKO API ---
Generated at: 2026-02-05T11:16:01.418Z
Format: [Group Name] Product Name | Price | ID | Type
[Песочные сладкие пироги] Швейцарский пирог с ФИСТАШКОЙ и МАЛИНОЙ | Price: 1363/2053 | ID: b3586ce7-b6d3-498b-8041-10aaccbf0d1f | Type: Dish
[Песочные сытные пироги] Амстердамский пирог | Price: 1249/1923 | ID: a80e6ecb-3479-47ba-a221-d1dde5e7b8f3 | Type: Dish
[Песочные сытные пироги] Атлантический пирог со скумбрией  | Price: 1365/1890 | ID: 03386486-54d9-4713-be37-ee7525d4003f | Type: Dish
[Песочные сытные пироги] Белорусский пирог с картофелем и грибами | Price: 1174/1593 | ID: 5fd69471-ed6d-4038-8cb5-861206243fe7 | Type: Dish
[Песочные сытные пироги] Британский пирог с индейкой, томатами и голыбым сыром | Price: 1450/2041 | ID: f29619dd-6cc5-4ba1-bb97-ef1f4e95cdf6 | Type: Dish
[Песочные сытные пироги] Брюссельский пирог с брокколи, шпинатом и цветной капустой | Price: 1226/1710 | ID: 4627e8a3-652c-4dc4-a25c-2582d40e05cf | Type: Dish
[Песочные сытные пироги] Греческий пирог с творожным сыром и шпинатом | Price: 1226/1710 | ID: 3a912dcd-61d4-4080-9dc7-05893f697567 | Type: Dish
[Песочные сытные пироги] Ирландский пирог с ФАРШЕМ ИЗ ГОВЯДИНЫ И СВИНИНЫ | Price: 1543/1789 | ID: cf3eb36a-1a94-4daa-a6ac-d5ab494216ac | Type: Dish
[Песочные сытные пироги] Ирландский Халяль из  фермерской говядины | Price: 1663/2040 | ID: 156b7b97-8c3d-4642-a087-970af7379037 | Type: Dish
[Песочные сытные пироги] Итальянский киш с морепродуктами | Price: 1603/2157 | ID: 18b3b2cd-eed5-4bee-b648-a2311bc63ded | Type: Dish
[Песочные сытные пироги] Киш скандинавский с лососем, шпинатом и луком-порей | Price: 1250/1700 | ID: 5a977cbb-550a-4367-841c-0ce53025435d | Type: Dish
[Песочные сытные пироги] Лионский киш с курочкой и помидорками черри | Price: 1361/1982 | ID: 70291db1-a0fc-49df-a625-762c919cbf99 | Type: Dish
[Песочные сытные пироги] Лоранский пирог с КУРИЦЕЙ и ШАМПИНЬОНАМИ | Price: 1361/1982 | ID: 54f2df29-182e-4ca5-b6b8-9c956e0b4e4c | Type: Dish
[Песочные сытные пироги] Мексиканский пирог с ФАРШЕМ,ФАСОЛЬЮ,КУКУРУЗОЙ и ПЕРЦЕМ ЧИЛИ | Price: 1361/1982 | ID: 73bc1631-6625-437a-be0a-3d2df1410082 | Type: Dish
[Песочные сытные пироги] Мюнхенский пирогс колбасками | Price: 1361/1981 | ID: f8e714a0-7cd8-4e65-a2a8-b72b22f49f32 | Type: Dish
[Песочные сытные пироги] Немецкий Цвибелькухен ЛУКОВЫЙ ПИРОГ | Price: 990/1200 | ID: 3bdbf23e-0728-43ed-98f5-94ae2d347a0c | Type: Dish
[Песочные сытные пироги] Норвежский киш с красной рыбой, брокколи в сливочной заливке | Price: 1609/2158 | ID: 74912c65-7c38-4808-8dff-69aa12d72a24 | Type: Dish
[Песочные сытные пироги] Сибирский русский с красной рыбой и рисом | Price: 1401/1974 | ID: 77f1554b-fb24-4139-bc53-fe3cbcaebb26 | Type: Dish
[Песочные сытные пироги] Турецкий пирог НУТОВЫЙ с томатами  | Price: 1174/1734 | ID: 4b3d6363-7f2d-450e-8f45-19c6666ab5f7 | Type: Dish
[Песочные сытные пироги] Украинский пирог с капустой и яйцом | Price: 1174/1610 | ID: 09607c27-373e-4bc6-b6c4-4f0e00654ddb | Type: Dish
[Песочные сытные пироги] Шведский пирог с КАРТОФЕЛЕМ и ГРУДИНКОЙ  | Price: 1362/1982 | ID: a9dc4395-2b22-4e59-bf7d-a40f0cb57c1a | Type: Dish
[Песочные сытные пироги] Шотландский пирог с ИНДЕЙКОЙ и КАРТОФЕЛЕМ | Price: 1427/1982 | ID: ce0c4db9-95c2-4e07-a468-8e4e63fd86ae | Type: Dish
[Пиццы] Пицца Маргарита Белая  | Price: 1050 | ID: 524889c0-1812-45a9-b57a-6b92e792fd59 | Type: Dish
[Пиццы] Пицца Маргарита красная  | Price: 1050 | ID: 16e9eb29-4ab5-4ca7-93d4-a939864384ff | Type: Dish
[Пиццы] Пицца Мясная | Price: 1100 | ID: cdd7b1c7-47e8-400e-a47a-e1b20a7aa2d8 | Type: Dish
[Пиццы] Пицца Пепперони классическая  | Price: 1080 | ID: 34a1e067-5028-4720-a913-5122300a2163 | Type: Dish
[Пиццы] Пицца Пять видов сыра | Price: 1100 | ID: f0a1a4c7-78d1-44eb-a113-1ee11c1a15bc | Type: Dish
[Пиццы] Пицца с беконом и маринованными огурчиками | Price: 990 | ID: 0c074e21-6e76-47ed-826f-646f51add0d6 | Type: Dish
[Пиццы] Пицца с ветчиной и грибами  | Price: 1010 | ID: b662ca78-c566-471b-9625-8b8bd2e7ae38 | Type: Dish
[Пиццы] Пицца с колбасками, зеленым лучком и оливками | Price: 1100 | ID: c6222fe3-898a-44fb-a6b3-fe8753a5165a | Type: Dish
[Пиццы] Пицца с красной рыбой | Price: 1400 | ID: 25072bcb-0335-4f46-9def-5a3ba1505fdb | Type: Dish
[Пиццы] Пицца с курицей и ароматными шампиньонами | Price: 1100 | ID: cab78a23-6ac2-49a4-9eae-27892bace5a0 | Type: Dish
[Пиццы] Пицца Фирменная с колбасками и грудинкой | Price: 900 | ID: 56c96a9b-073a-45b9-a2ef-01ac62498dfd | Type: Dish
[Пиццы] Пицца Цезарь с креветкой   | Price: 900 | ID: 38d725fa-5ffa-42e5-a055-9533485e88c7 | Type: Dish
[Пиццы] Пицца Цезарь с курицей | Price: 850 | ID: 0f50d813-6da3-44ad-ab72-3f15c60465b5 | Type: Dish
[Подарки] Бенто торт  | Price: 0 | ID: 8c046a30-6aec-4a5d-b570-0960dd33c10a | Type: Dish
[Подарки] Киш клубничный | Price: 0/0 | ID: e551cc9e-a528-453e-803d-6f782ffec4eb | Type: Dish
[Подарки] Киш с брокколи, шпинатом и цветной капустой | Price: 0/0 | ID: 629821c9-1f5e-435d-978a-1f81807ea366 | Type: Dish
[Подарки] Киш с капустой и яйцом | Price: 0/0 | ID: 4d415b0d-9412-4c84-b7e4-959c80eb058b | Type: Dish
[Подарки] Киш с картофелем и грибами | Price: 0/0 | ID: b3e97eec-4b17-4e17-8f3a-8c5e71cd0d84 | Type: Dish
[Подарки] Киш с маком и творожным сыром | Price: 0/0 | ID: f8d27da9-6ed0-4dd8-8887-196d4685af37 | Type: Dish
[Подарки] Киш-пай с вареным сгущенным молоком и кофейными сливками | Price: 0/0 | ID: 4966dbb4-252d-48f2-aa92-71e837a5155e | Type: Dish
[Подарки] Лоранский пирог с КУРИЦЕЙ и ШАМПИНЬОНАМИ | Price: 0/0 | ID: a805fc2f-2a5f-4c50-a980-9d0fd0c6da2c | Type: Dish
[Подарки] Мини-сет НАРУ | Price: 0 | ID: ae75ed17-6446-455a-9999-c53017a9b61a | Type: Dish
[Подарки] Морс Клюквенный | Price: 0 | ID: 1a87e019-3dff-4e07-b9f1-73cf9140bdbf | Type: Dish
[Подарки] Морс Облепиховый | Price: 0 | ID: 1fa82d60-df51-4112-bd53-c40ba5c9b1c5 | Type: Dish
[Подарки] Морс Смородиновый | Price: 0 | ID: 427f888f-52fb-43d2-adb6-c759b1bd761a | Type: Dish
[Подарки] Осетинский пирог с картофелем | Price: 0/0 | ID: 96b72dbc-b05e-4738-bc57-7d9bafdfa87b | Type: Dish
[Подарки] Осетинский пирог с картофелем и сыром | Price: 0/0 | ID: 057dd369-29c3-4e81-b883-cc108de94e63 | Type: Dish
[Подарки] Осетинский пирог с яблоком, орехом и изюмом  | Price: 0/0 | ID: 59e96269-294d-456b-940f-2efc8d261dc0 | Type: Dish
[Подарки] Шведский пирог с КАРТОФЕЛЕМ и ГРУДИНКОЙ  | Price: 0/0 | ID: 87f1b525-e852-4856-a0fa-bff4a4f4b6c8 | Type: Dish
[Подарки] Швейцарский пирог с ФИСТАШКОЙ и МАЛИНОЙ | Price: 0/0 | ID: 6d20072d-8cfd-43f0-8c25-8cc8522d55ba | Type: Dish
[Сдобные пироги] Каравай цветной | Price: 1100 | ID: 8a17c18d-e22c-46bd-b429-9352f74be2e3 | Type: Dish
[Сдобные сладкие] Округление в пользу гостя | Price: 0 | ID: 5b08a4c4-2453-a7f6-4275-4db8016a2e1f | Type: Service
[Сдобные сладкие] Округление цены за единицу в пользу гостя | Price: 0 | ID: 57cf4be9-739b-f21e-7d7d-31f595445ccf | Type: Service
[Сдобные сладкие] Сдобный пирог с лесными ягодами | Price: 1888/3365 | ID: 505cd41a-e2f8-44b9-8775-0d1339e11299 | Type: Dish
[Сдобные сладкие] Сдобный пирог с малиной и натуральным творогом | Price: 2005/3236 | ID: 78ff542c-a58a-4f24-873d-9566e8bced3c | Type: Dish
[Сдобные сладкие] Сдобный пирог с натуральной вишней | Price: 2005/3236 | ID: a4ca7707-407b-4a4f-9455-74a66dfd0a01 | Type: Dish
[Сдобные сладкие] Сдобный пирог с натуральным творогом и вишней | Price: 1888/2714 | ID: b19587a7-87a8-4b4f-bbc3-63e13bd84632 | Type: Dish
[Сдобные сладкие] Сдобный пирог с яблоком и брусникой | Price: 1886/2713 | ID: 44946045-fadf-448a-9262-0bbb115171e5 | Type: Dish
[Сдобные сытные] Батарейки  | Price: 0 | ID: 816b13a4-6189-44c4-9385-334c2efd1ae0 | Type: Good
[Сдобные сытные] Блендер погружной  | Price: 0 | ID: 1b73df8b-2091-4814-a7e7-ff7b33d2d80f | Type: Good
[Сдобные сытные] Мышь компьютерная  | Price: 0 | ID: 73f9879a-0677-49b5-96eb-ba313ce4b0dc | Type: Good
[Сдобные сытные] Овощерезка HLC-300 VIATTO | Price: 0 | ID: 27c32c47-bf8c-4252-b57f-a909fc8ec6dd | Type: Good
[Сдобные сытные] Сдобный пирог с болгарским перцем, баклажанами и томатами | Price: 2005/3479 | ID: 4c2e78d0-16e4-4a25-9960-f79519d7d8b7 | Type: Dish
[Сдобные сытные] Сдобный пирог с капустой и рубленым яйцом | Price: 1943/2999 | ID: 51b93aea-848e-4ba4-81cf-b7bb961dd6c7 | Type: Dish
[Сдобные сытные] Сдобный пирог с картофелем и сыром благородной плесени | Price: 2005/3652 | ID: ec317ae4-1231-4bd8-9337-cfbcac7049ef | Type: Dish
[Сдобные сытные] Сдобный пирог с красной рыбой и сливочным сыром | Price: 3068/4324 | ID: cdbfde81-6153-4228-9048-109667d45b7c | Type: Dish
[Сдобные сытные] Сдобный пирог с курочкой, рубленым яйцом и рисом | Price: 2123/3820 | ID: fc4da32f-fe03-4e8c-908b-276bb766aaa1 | Type: Dish
[Сдобные сытные] Сдобный пирог с курятиной и шампиньонами | Price: 2056/3652 | ID: 440ba029-b69a-449f-a09e-a2ea358f6384 | Type: Dish
[Сдобные сытные] Сдобный пирог с мясным фаршем, болгарским перцем и свежей капустой | Price: 2005/3538 | ID: b981b4ad-a1a9-44e3-b14e-4c5d149d1cfc | Type: Dish
[Сдобные сытные] Сдобный пирог с творогом и шпинатом | Price: 1909/3202 | ID: 3e0ba128-320c-4db8-b64d-6fa550fcfc1b | Type: Dish
[Сдобные сытные] Сдобный пирог с фаршем и картофелем | Price: 1606/2403 | ID: 0d08b84d-c3d0-4d79-9237-dbb32c055099 | Type: Dish
[Сдобные сытные] Сдобный пирог с фаршем из отборного мяса | Price: 2241/3932 | ID: ec318dcb-9f5f-4389-bab5-062075f55b3d | Type: Dish
[Слоено-дрожжевые сладкие] Слоено-дрожжевой пирог с лесными ягодами | Price: 1888/3365 | ID: c8bbc546-30f1-4e4d-948e-5a63324b2fa5 | Type: Dish
[Слоено-дрожжевые сладкие] Слоено-дрожжевой пирог с малиной и натуральным творогом | Price: 2005/3236 | ID: fa6a888e-6131-4602-b5ec-f67179d42514 | Type: Dish
[Слоено-дрожжевые сладкие] Слоено-дрожжевой пирог с натуральной вишней | Price: 2005/3236 | ID: c5410eeb-fd0c-47c2-b734-74b573531b5c | Type: Dish
[Слоено-дрожжевые сладкие] Слоено-дрожжевой пирог с натуральным творогом и вишней | Price: 1888/2714 | ID: d2fa7085-be16-49f9-b871-f1619ae43a4c | Type: Dish
[Слоено-дрожжевые сладкие] Слоено-дрожжевой пирог с яблоком и брусникой | Price: 1886/2713 | ID: c7c9913f-a4ce-4fcf-99f1-6f0e33ffe711 | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с болгарским перцем, баклажанами и томатами | Price: 2005/3479 | ID: e8fb5a35-8f82-4d48-acc0-1a4acd789e1d | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с капустой и рубленым яйцом | Price: 1943/2999 | ID: 59a200d7-336b-4570-8d1f-3577af55a51c | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с картофелем и сыром благородной плесени | Price: 2005/3652 | ID: 1dace3e8-fa2b-4044-9db8-23ff4d31eda9 | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с красной рыбой  и сливочным сыром | Price: 3068/4324 | ID: fdf85840-c4bb-4229-8b8f-00b26de1265b | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с курочкой, рубленым яйцом и рисом | Price: 2123/3820 | ID: 310d3642-36bb-414d-b84f-8f76b7bbd4ba | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с курятиной и шампиньонами | Price: 2056/3652 | ID: 03375f3d-7f4a-4922-9748-165c0235a3bb | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с мясным фаршем, болгарским перцем и свежей капустой | Price: 2005/3538 | ID: c74a0c1d-becf-4efc-a3f9-4bfd17b59b24 | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с творогом и шпинатом | Price: 1909/3202 | ID: 9116563f-25bc-49b8-a084-89e5fd4c1b2f | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с фаршем и картофелем | Price: 1606/2403 | ID: 0dac1c7f-b0f9-4185-8411-eb9ef6543060 | Type: Dish
[Слоено-дрожжевые сытные] Слоено-дрожжевой пирог с фаршем из отборного мяса | Price: 2241/3932 | ID: 0c366eeb-3a62-475b-86db-5eaf77677286 | Type: Dish
[Татен] Фирменный Татен мясной | Price: 990 | ID: e4d568bf-f18a-4c19-9c53-caaf9c5b2943 | Type: Dish
[Татен] Фирменный Татен с грушей и заварным кремом | Price: 880 | ID: c7ea4086-1bea-4ec8-bbee-d8c8b563d15e | Type: Dish
[Татен] Фирменный Татен с курицей и грибами | Price: 990 | ID: 7b433a67-6f96-418f-a2db-68ddff0a3df6 | Type: Dish
[Татен] Фирменный Татен с лимоном | Price: 880 | ID: 6176151e-cc69-4397-96ea-6a14665d40c6 | Type: Dish
[Татен] Фирменный Татен с лососем | Price: 1550 | ID: 736ccf50-aa73-4e2e-9282-2393ccfadf54 | Type: Dish
[Фуршетные пирожки] Валдайский Набор 
фуршетных пирожков | Price: 1550 | ID: b5937c13-092d-4e13-ae39-729e2fa3940c | Type: Dish
[Фуршетные пирожки] Владимирский Набор 
фуршетных пирожков | Price: 1550 | ID: fda2c9d1-1895-4bc1-899c-a129ad9937ea | Type: Dish
[Фуршетные пирожки] Калужский Набор  
фуршетных пирожков | Price: 1750 | ID: c8764eb9-5c25-49a2-b20a-647c35161e40 | Type: Dish
[Фуршетные пирожки] Мурманский Набор 
фуршетных пирожков | Price: 1650 | ID: 8cb9e15c-3b7a-48ff-9ba6-3e7963773e56 | Type: Dish
[Фуршетные пирожки] Пирожки с вишней | Price: 45 | ID: 568699df-fdf3-48b3-b72d-02f9ebcc8569 | Type: Dish
[Фуршетные пирожки] Пирожки с курицей и грибами | Price: 50 | ID: 6e9ff259-8c4f-478f-9e47-eb1fc3b75010 | Type: Dish
[Фуршетные пирожки] пирожки с лососем | Price: 60 | ID: dabb7adf-ff04-4fed-bfc9-55520bf5fac9 | Type: Dish
[Фуршетные пирожки] Уральский Набор  
фуршетных пирожков | Price: 1750 | ID: 2da74a67-e4b3-48c7-a17a-80caebb29af7 | Type: Dish
[Фуршетные стаканчики] Евроазиатский набор овощей в стаканчиках | Price: 1350 | ID: 70a3b6b0-0174-4961-8870-0d51e6b3b8f2 | Type: Dish
[Фуршетные стаканчики] Европейский набор фруктов в стаканчиках | Price: 1450 | ID: 6a02f095-1ac1-471f-b685-df468de54154 | Type: Dish
[Фуршетные стаканчики] Фуршетный салат Американский Цезарь в стаканчиках | Price: 1500 | ID: 7da3a438-848e-4ea4-9d3c-d3a7e6326093 | Type: Dish
[Фуршетные стаканчики] Фуршетный салат Греческий набор в стаканчиках | Price: 1400 | ID: 1bdeef41-a2e5-403f-88f4-4fbc55e6a2df | Type: Dish
